ID,Manufacturing Site,First Line Designation,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Unit Price,Weight (Kilograms),Line Item Insurance (USD),Freight Cost (USD)
48757,"Cipla, Patalganga, India",No,60,114,7956.64,1.16,Weight Captured Separately,9.84,Freight Included in Commodity Cost
48765,Inverness Japan,Yes,100,1,80,0.8,822,0.17,8664.89
48773,"Alere Medical Co., Ltd.",Yes,100,9935,884215,0.89,4038,908.97,59711.34
48821,"Cipla, Goa, India",Yes,240,936,1825.2,0.01,Weight Captured Separately,1.88,Invoiced Separately
48825,Hetero Unit III Hyderabad IN,Yes,30,22700,71505,0.1,Weight Captured Separately,84.16,Invoiced Separately
48826,ABBVIE (Abbott) Logis. UK,Yes,84,320,3312,0.12,Weight Captured Separately,7.14,Freight Included in Commodity Cost
48839,"Alere Medical Co., Ltd.",Yes,100,4750,380000,0.8,1930,390.64,23013.2
48842,ABBVIE (Abbott) Logis. UK,Yes,300,4,93.81,0.08,Weight Captured Separately,0.12,Freight Included in Commodity Cost
48857,"Aurobindo Unit III, India",Yes,240,11628,34884,0.01,4382,75.21,2154.52
48870,ABBVIE (Abbott) Logis. UK,Yes,300,20,1216.4,0.2,52,1.5,1152.9
48872,"Alere Medical Co., Ltd.",No,100,2500,287975,1.15,Weight Captured Separately,296.04,Freight Included in Commodity Cost
48879,"Cipla, Goa, India",Yes,30,11574,90508.68,0.26,793,195.14,916.22
48906,"Aurobindo Unit III, India",No,30,13,283.8,0.73,Weight Captured Separately,0.29,Freight Included in Commodity Cost
48923,"MSD, Haarlem, NL",No,60,6,366.99,1.02,Weight Captured Separately,0.38,Freight Included in Commodity Cost
48945,Mylan (formerly Matrix) Nashik,Yes,60,165179,1072011.71,0.11,37127,1326.08,33981.11
48958,"Trinity Biotech, Plc",No,20,30,960,1.6,See ASN-24721 (ID#:13708),0.99,See ASN-24721 (ID#:13708)
48994,Mylan (formerly Matrix) Nashik,Yes,60,20000,162000,0.13,4168,166.54,6717.79
49003,ABBVIE Ludwigshafen Germany,Yes,120,20000,674000,0.28,4727,1112.1,21584.02
49014,Inverness Japan,Yes,100,8276,736564,0.89,2050,1215.33,23226.6
49025,"Orasure Technologies, Inc",Yes,100,2000,700000,3.5,5006,865.9,88560.19
49063,"Alere Medical Co., Ltd.",Yes,100,3073,273497,0.89,1248,338.32,20602.3
49071,"BMS Evansville, US",No,60,3,47.7,0.26,Weight Captured Separately,0.05,Freight Included in Commodity Cost
49076,Hetero Unit III Hyderabad IN,Yes,60,39045,320559.45,0.14,5092,396.53,7312.6
49085,"Alere Medical Co., Ltd.",Yes,100,4,32,0.08,2,0.05,942.64
49116,ABBVIE (Abbott) Logis. UK,Yes,300,268,8259.76,0.1,261,8.49,2569.33
49150,Chembio Diagnostics Sys. Inc.,Yes,20,44,1276,1.45,Weight Captured Separately,1.79,Invoiced Separately
49169,Mylan (formerly Matrix) Nashik,Yes,30,4560,62335.2,0.46,561,87.39,5610.17
49211,"Cipla, Goa, India",Yes,60,57925,157556,0.05,6220,259.97,7175.28
49214,Hetero Unit III Hyderabad IN,Yes,60,60300,186327,0.05,3539,365.2,16769.43
49225,"Aurobindo Unit III, India",Yes,60,15624,22654.8,0.02,1056,48.84,2160.52
49254,"Cipla, Goa, India",No,60,265,4896.7,0.31,Weight Captured Separately,6.06,Freight Included in Commodity Cost
49301,Inverness Japan,Yes,100,5,360,0.72,3,0.78,787.28
49320,ABBVIE Ludwigshafen Germany,Yes,60,429,2938.65,0.11,62,4.12,1060.22
49359,Mylan (formerly Matrix) Nashik,Yes,30,5000,185776.9,1.24,Weight Captured Separately,218.66,Freight Included in Commodity Cost
49363,"Alere Medical Co., Ltd.",No,1,45,225,5,See ASN-19428 (ID#:12981),0.28,See ASN-19428 (ID#:12981)
49366,"Aurobindo Unit III, India",Yes,60,76554,181432.98,0.04,Weight Captured Separately,391.17,Freight Included in Commodity Cost
49378,"Trinity Biotech, Plc",Yes,20,5500,176000,1.6,1907,344.96,17975.84
49380,"Aurobindo Unit III, India",Yes,60,2000,19410.49,0.16,Weight Captured Separately,38.04,Freight Included in Commodity Cost
49386,"Cipla, Goa, India",Yes,30,54008,349431.76,0.22,3658,576.56,12796.59
49387,"Trinity Biotech, Plc",Yes,20,749,23968,1.6,262,33.6,4669.02
49405,Inverness Japan,Yes,100,2578,229442,0.89,1427,494.68,15353.45
49406,"Alere Medical Co., Ltd.",Yes,100,504,40320,0.8,204,41.45,2788.07
49429,"Alere Medical Co., Ltd.",Yes,100,3047,243760,0.8,1323,301.53,16337.04
49435,"Aurobindo Unit III, India",Yes,30,33000,51480,0.05,2343,52.92,20464.55
49436,GSK Mississauga (Canada),No,240,42,870.41,0.09,Weight Captured Separately,1.08,Freight Included in Commodity Cost
49494,Hetero Unit III Hyderabad IN,No,30,3096,32508,0.35,See ASN-27809 (ID#:13106),33.42,See ASN-27809 (ID#:13106)
49498,"MSD, Haarlem, NL",Yes,60,390,21645,0.92,39,30.35,433
49529,"Cipla, Goa, India",Yes,30,29672,524304.06,0.59,Weight Captured Separately,1027.64,Freight Included in Commodity Cost
49535,"MSD, Haarlem, NL",No,60,12,789.03,1.1,Weight Captured Separately,0.81,Freight Included in Commodity Cost
49540,"Aurobindo Unit III, India",Yes,30,625,781.25,0.04,34,0.97,1191.93
49585,Hetero Unit III Hyderabad IN,Yes,60,250000,2027500,0.14,34074,2084.27,146734.85
49587,"Aurobindo Unit III, India",No,60,50,3857.34,1.29,Weight Captured Separately,4.77,Freight Included in Commodity Cost
49607,"BMS Meymac, France",No,60,8,121.46,0.25,Weight Captured Separately,0.26,Freight Included in Commodity Cost
49653,"Aspen-OSD, Port Elizabeth, SA",No,120,287,19114.2,0.55,See ASN-22706 (ID#:46447),23.64,See ASN-22706 (ID#:46447)
49656,"Aurobindo Unit III, India",No,60,32,790.81,0.41,Weight Captured Separately,0.81,Freight Included in Commodity Cost
49660,"Trinity Biotech, Plc",No,20,10,320,1.6,See ASN-31765 (ID#:41640),0.38,See ASN-31765 (ID#:41640)
49694,"Aurobindo Unit III, India",Yes,60,70030,513319.9,0.12,3534,1106.72,17919.41
49749,"Alere Medical Co., Ltd.",No,1,115,575,5,See ASN-19142 (ID#:22600),0.71,See ASN-19142 (ID#:22600)
49760,"Aurobindo Unit III, India",No,30,6,91.48,0.51,Weight Captured Separately,0.09,Freight Included in Commodity Cost
49765,"Trinity Biotech, Plc",No,20,9,288,1.6,See ASN-31750 (ID#:19272),0.34,See ASN-31750 (ID#:19272)
49796,"Aurobindo Unit III, India",No,240,191,4145.72,0.09,Weight Captured Separately,4.88,Freight Included in Commodity Cost
49829,"Alere Medical Co., Ltd.",Yes,100,2796,223680,0.8,1133,276.69,20572.96
49832,"Alere Medical Co., Ltd.",No,100,250,22250,0.89,See ASN-20331 (ID#:34113),27.52,See ASN-20331 (ID#:34113)
49837,ABBVIE Ludwigshafen Germany,Yes,60,110,753.5,0.11,43,1.24,1046.02
49859,"MSD, Haarlem, NL",Yes,30,6960,350784,1.68,Weight Captured Separately,687.54,Freight Included in Commodity Cost
49875,"Alere Medical Co., Ltd.",Yes,100,4000,466000,1.16,Weight Captured Separately,576.44,Freight Included in Commodity Cost
49881,"Aurobindo Unit III, India",Yes,30,124312,826674.8,0.22,11603,1364.01,10748.8
49907,Mylan (formerly Matrix) Nashik,Yes,30,60000,689400,0.38,6778,852.79,15020.21
49919,Mylan (formerly Matrix) Nashik,Yes,60,7000,56700,0.13,974,58.29,1069.31
49926,Bio-Rad Laboratories,Yes,50,900,81900,1.82,Weight Captured Separately,114.82,Invoiced Separately
49957,"Aurobindo Unit III, India",Yes,30,4910,18698.88,0.13,Weight Captured Separately,36.65,Freight Included in Commodity Cost
50031,"Aurobindo Unit III, India",No,90,46,1196.97,0.29,Weight Captured Separately,1.48,Freight Included in Commodity Cost
50078,"BMS Meymac, France",No,30,30,846.07,0.94,Weight Captured Separately,1.82,Freight Included in Commodity Cost
50109,"Aurobindo Unit III, India",No,30,8,136.19,0.57,Weight Captured Separately,0.17,Freight Included in Commodity Cost
50220,"Trinity Biotech, Plc",No,20,70,2240,1.6,See ASN-28279 (ID#:13547),2.3,See ASN-28279 (ID#:13547)
50231,Mylan (formerly Matrix) Nashik,Yes,60,151,2399.39,0.26,749,5.17,7488.39
50235,"Alere Medical Co., Ltd.",No,1,6500,32500,5,See ASN-31132 (ID#:36641),38.25,See ASN-31132 (ID#:36641)
50255,"Aurobindo Unit III, India",No,60,10416,15103.2,0.02,See ASN-6266 (ID#:15368),29.6,See ASN-6266 (ID#:15368)
50261,"Aurobindo Unit VII, IN",Yes,30,18000,83700,0.16,1764,86.04,13959.22
50287,Mylan (formerly Matrix) Nashik,Yes,60,6160,40040,0.11,356,41.16,2543.67
50294,Hetero Unit III Hyderabad IN,Yes,60,78000,170040,0.04,5163,174.8,41158.49
50301,"Aurobindo Unit III, India",No,30,11,332.32,1.01,Weight Captured Separately,0.34,Freight Included in Commodity Cost
50309,"Micro labs, Verna, Goa, India",Yes,30,168,336,0.07,8,0.42,1021.34
50314,"Cipla, Goa, India",Yes,30,82500,565950,0.23,5624,933.82,7378.63
50316,Inverness Japan,Yes,100,4817,385360,0.8,2305,755.31,43338.93
50345,"Aurobindo Unit III, India",Yes,90,20000,272000,0.15,3295,448.8,17214.74
50380,"Aurobindo Unit III, India",No,30,58,1068.21,0.61,Weight Captured Separately,1.32,Freight Included in Commodity Cost
50383,Bristol-Myers Squibb Anagni IT,No,60,3000,21000,0.12,See ASN-13952 (ID#:16173),34.65,See ASN-13952 (ID#:16173)
50438,"Aurobindo Unit III, India",No,30,6,85.3,0.47,Weight Captured Separately,0.09,Freight Included in Commodity Cost
50483,"Aurobindo Unit III, India",Yes,30,250,2.5,0,24,0,280.23
50498,"Aurobindo Unit III, India",No,240,36,228.01,0.03,Weight Captured Separately,0.27,Freight Included in Commodity Cost
50514,"Alere Medical Co., Ltd.",Yes,100,4500,450000,1,1825,462.6,17758.82
50524,ABBVIE (Abbott) Logis. UK,Yes,300,100,4835.18,0.16,Weight Captured Separately,9.48,Freight Included in Commodity Cost
50581,Inverness Japan,Yes,100,2835,226800,0.8,1094,374.22,24400.67
50607,"Aurobindo Unit III, India",Yes,120,740,27750,0.31,203,59.83,2228.92
50613,Mylan (formerly Matrix) Nashik,No,30,1680,12600,0.25,See ASN-6250 (ID#:17228),24.7,See ASN-6250 (ID#:17228)
50626,"BMS Evansville, US",No,60,6,132.03,0.37,Weight Captured Separately,0.14,Freight Included in Commodity Cost
50636,"Aurobindo Unit III, India",No,60,7,174.67,0.42,Weight Captured Separately,0.18,Freight Included in Commodity Cost
50662,"Trinity Biotech, Plc",Yes,20,7000,224000,1.6,2304,482.94,33525.96
50665,ABBVIE Ludwigshafen Germany,Yes,120,10560,381849.6,0.3,2598,748.43,15873.33
50706,GSK Aranda,No,60,2,31.73,0.26,Weight Captured Separately,0.04,Freight Included in Commodity Cost
50723,"Trinity Biotech, Plc",Yes,20,520,16640,1.6,177,27.46,3496.34
50730,Bristol-Myers Squibb Anagni IT,Yes,60,120,840,0.12,26,1.18,575.17
50739,"Aurobindo Unit III, India",Yes,30,120,541.2,0.15,10,1.17,19518.98
50752,"Alere Medical Co., Ltd.",Yes,100,150,12000,0.8,66,12.34,2572.91
50754,"Cipla, Goa, India",Yes,30,112595,728489.65,0.22,7991,1202.01,9972.68
50755,"Aurobindo Unit III, India",No,60,2160,24840,0.19,See ASN-18919 (ID#:14578),30.73,See ASN-18919 (ID#:14578)
50758,"Standard Diagnostics, Korea",Yes,30,11990,287760,0.8,3997,564.01,28620.81
50798,"Aurobindo Unit III, India",No,240,1650,2359.5,0.01,See ASN-27659 (ID#:16881),2.43,See ASN-27659 (ID#:16881)
50802,"Aurobindo Unit III, India",Yes,60,11500,62445,0.09,632,77.24,4168.19
50876,Hetero Unit III Hyderabad IN,Yes,60,63410,278369.9,0.07,6589,390.27,17075.43
50893,GSK Mississauga (Canada),Yes,240,32000,320640,0.04,12374,529.06,11865.62
50901,"Alere Medical Co., Ltd.",Yes,100,6000,480000,0.8,2432,493.44,23178.68
50907,"Alere Medical Co., Ltd.",Yes,100,2018,161440,0.8,Weight Captured Separately,190.01,Invoiced Separately
50910,Hetero Unit III Hyderabad IN,No,60,31806,210237.66,0.11,See ASN-30463 (ID#:15460),216.12,See ASN-30463 (ID#:15460)
50918,Hetero Unit III Hyderabad IN,Yes,60,206475,501734.25,0.04,12077,1081.74,19328.36
50968,"Aurobindo Unit III, India",No,60,91,6925.86,1.27,Weight Captured Separately,8.57,Freight Included in Commodity Cost
50971,"Cipla, Goa, India",Yes,60,408,775.2,0.03,26,1.09,304.63
50976,Mylan (formerly Matrix) Nashik,Yes,30,5244,91665.12,0.58,Weight Captured Separately,197.63,Freight Included in Commodity Cost
50985,"Alere Medical Co., Ltd.",No,100,115,920,0.08,See ASN-29409 (ID#:20185),0.95,See ASN-29409 (ID#:20185)
51016,"Alere Medical Co., Ltd.",Yes,100,6360,566040,0.89,2579,666.23,28759.53
51034,"Alere Medical Co., Ltd.",Yes,100,898,79922,0.89,364,98.86,6522.64
51046,"Aurobindo Unit III, India",Yes,60,15945,35876.25,0.04,1479,50.3,5180.86
51063,"Aurobindo Unit III, India",Yes,30,9572,43169.72,0.15,Weight Captured Separately,93.07,Freight Included in Commodity Cost
51073,"Cipla, Goa, India",No,30,757,11261.49,0.5,Weight Captured Separately,13.93,Freight Included in Commodity Cost
51098,Mylan (formerly Matrix) Nashik,No,60,540,8100,0.25,See ASN-9568 (ID#:29427),17.46,See ASN-9568 (ID#:29427)
51134,"Alere Medical Co., Ltd.",Yes,100,1800,144000,0.8,730,178.13,10351.26
51148,"Strides, Bangalore, India.",No,60,25000,275000,0.18,See ASN-9118 (ID#:42125),592.9,See ASN-9118 (ID#:42125)
51155,"Pacific Biotech, Thailand",Yes,100,100,35000,3.5,240,75.46,5362.39
51165,"Trinity Biotech, Plc",Yes,20,10500,336000,1.6,3445,415.63,39662.72
51175,Inverness Japan,Yes,100,2685,214800,0.8,1284,463.11,21821.97
51217,ABBVIE (Abbott) Logis. UK,Yes,300,1251,38555.82,0.1,1254,83.13,54424.24
51225,ABBVIE (Abbott) Logis. UK,Yes,300,4,88.27,0.07,Weight Captured Separately,0.09,Freight Included in Commodity Cost
51233,Hetero Unit III Hyderabad IN,Yes,60,9400,16920,0.03,1030,19.91,1593.67
51267,"Alere Medical Co., Ltd.",Yes,100,2887,256943,0.89,1247,360.23,26859.39
51268,"Alere Medical Co., Ltd.",Yes,100,2744,244216,0.89,1235,342.39,25577.15
51275,"Aurobindo Unit III, India",No,240,471,989.1,0.01,See ASN-19098 (ID#:21556),1.22,See ASN-19098 (ID#:21556)
51340,"Strides, Bangalore, India.",Yes,60,4095,16380,0.07,176,20.26,3456.02
51346,ABBVIE Ludwigshafen Germany,No,120,47,971.91,0.17,Weight Captured Separately,1.14,Freight Included in Commodity Cost
51380,"KHB Test Kit Facility, Shanghai China",Yes,1,1100,26950,24.5,780,37.78,7655.99
51396,"Aurobindo Unit III, India",Yes,240,11640,24676.8,0.01,Weight Captured Separately,53.2,Freight Included in Commodity Cost
51397,"Cipla, Goa, India",No,60,6658,94179.41,0.24,Weight Captured Separately,116.5,Freight Included in Commodity Cost
51408,"Alere Medical Co., Ltd.",Yes,100,2891,257299,0.89,1378,424.54,32667.09
51410,"Aurobindo Unit VII, IN",Yes,30,39554,130528.2,0.11,3823,134.18,11051.22
51432,"Aurobindo Unit III, India",No,60,73,667.44,0.15,Weight Captured Separately,0.69,Freight Included in Commodity Cost
51435,"Alere Medical Co., Ltd.",No,1,50,250,5,See ASN-16107 (ID#:32594),0.35,See ASN-16107 (ID#:32594)
51440,"Alere Medical Co., Ltd.",No,100,2000,160000,0.8,See ASN-22818 (ID#:39794),197.92,See ASN-22818 (ID#:39794)
51452,"Trinity Biotech, Plc",Yes,20,50,1600,1.6,26,3.45,659.27
51467,Mylan (formerly Matrix) Nashik,No,60,18,488,0.45,Weight Captured Separately,0.6,Freight Included in Commodity Cost
51496,Hetero Unit III Hyderabad IN,Yes,30,100,200,0.07,Weight Captured Separately,0.24,Invoiced Separately
51504,"Alere Medical Co., Ltd.",No,100,339,30171,0.89,See ASN-14092 (ID#:39053),42.3,See ASN-14092 (ID#:39053)
51525,"Aurobindo Unit III, India",No,30,230,959.89,0.14,Weight Captured Separately,2.07,Freight Included in Commodity Cost
51531,"Aurobindo Unit III, India",No,240,11,56.85,0.02,Weight Captured Separately,0.06,Freight Included in Commodity Cost
51535,"Access BIO, L.C.",Yes,60,2159,50520.6,0.39,5,70.83,5642.36
51578,"Aurobindo Unit III, India",No,30,8,136.19,0.57,Weight Captured Separately,0.17,Freight Included in Commodity Cost
51579,"Trinity Biotech, Plc",No,20,423,13536,1.6,See ASN-28279 (ID#:13547),13.92,See ASN-28279 (ID#:13547)
51587,"Aurobindo Unit III, India",Yes,60,22372,65326.24,0.05,2655,140.84,6369.79
51608,"Pacific Biotech, Thailand",Yes,100,25,8750,3.5,Weight Captured Separately,10.3,Invoiced Separately
51641,GSK Mississauga (Canada),No,240,6,144.28,0.1,Weight Captured Separately,0.18,Freight Included in Commodity Cost
51668,"Alere Medical Co., Ltd.",Yes,100,100,8900,0.89,Weight Captured Separately,10.48,Invoiced Separately
51690,Mylan (formerly Matrix) Nashik,No,30,7146,39303,0.18,See ASN-14321 (ID#:18629),64.85,See ASN-14321 (ID#:18629)
51717,ABBVIE Ludwigshafen Germany,Yes,60,672,3991.68,0.1,88,4.1,1472.41
51755,Inverness Japan,Yes,100,1729,138320,0.8,667,228.23,15123.48
51763,"Cipla, Goa, India",No,30,911,14646.84,0.54,Weight Captured Separately,18.12,Freight Included in Commodity Cost
51775,ABBVIE Ludwigshafen Germany,Yes,120,7031,427625.42,0.51,1720,528.97,5324.08
51803,"Aurobindo Unit III, India",Yes,30,17701,79831.51,0.15,1552,172.12,18114.34
51817,"Aurobindo Unit III, India",Yes,30,42131,280171.15,0.22,Weight Captured Separately,462.28,Freight Included in Commodity Cost
51818,Chembio Diagnostics Sys. Inc.,Yes,1,660,1650,2.5,Weight Captured Separately,3.56,Invoiced Separately
51820,"Alere Medical Co., Ltd.",Yes,100,240,19200,0.8,100,26.92,2274.64
51821,"Aurobindo Unit III, India",Yes,90,50,1636.37,0.36,Weight Captured Separately,3.53,Freight Included in Commodity Cost
51833,"Aurobindo Unit III, India",No,240,26,493.97,0.08,Weight Captured Separately,0.51,Freight Included in Commodity Cost
51871,"Cipla, Goa, India",Yes,30,44293,303849.98,0.23,2951,501.35,5567.75
51883,"Alere Medical Co., Ltd.",Yes,100,2744,244216,0.89,1235,342.39,25577.2
51888,"Aurobindo Unit III, India",No,60,10,249.54,0.42,Weight Captured Separately,0.26,Freight Included in Commodity Cost
51895,"Alere Medical Co., Ltd.",Yes,100,672,53760,0.8,277,55.27,4379.48
51911,"Aurobindo Unit VII, IN",Yes,30,32400,150660,0.16,3227,186.37,26930.79
51928,Mylan (formerly Matrix) Nashik,Yes,60,50000,130000,0.04,2504,280.28,7354.24
51969,"Aurobindo Unit III, India",No,60,67,1321.12,0.33,Weight Captured Separately,1.63,Freight Included in Commodity Cost
51990,Hetero Unit III Hyderabad IN,Yes,30,82981,776702.16,0.31,6683,1674.57,14760.6
51999,Inverness Japan,Yes,100,915,91500,1,439,150.98,11941.94
52034,"KHB Test Kit Facility, Shanghai China",Yes,1,350,8575,24.5,240,10.61,2933.25
52049,Inverness Japan,Yes,100,10000,890000,0.89,2951,1468.5,31923.61
52068,GSK Cape Town Factory (South Africa),No,60,983,10106.64,0.17,Weight Captured Separately,11.9,Freight Included in Commodity Cost
52081,"Aurobindo Unit III, India",Yes,60,25000,209000,0.14,2275,450.6,3073.74
52093,Mylan (formerly Matrix) Nashik,Yes,60,21080,189720,0.15,1716,371.85,17074.8
52131,"Aurobindo Unit III, India",No,30,64,987.12,0.51,Weight Captured Separately,1.22,Freight Included in Commodity Cost
52144,"Alere Medical Co., Ltd.",Yes,100,2880,256320,0.89,1249,359.36,26380.35
52175,"Aurobindo Unit III, India",Yes,200,1700,4270.78,0.01,Weight Captured Separately,8.37,Freight Included in Commodity Cost
52206,ABBVIE Ludwigshafen Germany,Yes,60,300,2712,0.15,44,5.85,1075.54
52228,"MSD, Haarlem, NL",Yes,180,36,1800,0.28,Weight Captured Separately,2.23,Freight Included in Commodity Cost
52241,Hetero Unit III Hyderabad IN,Yes,30,10000,60000,0.2,865,99,7878.43
52244,"Cipla, Goa, India",Yes,30,768,4369.92,0.19,55,6.13,393.29
52258,Mylan (formerly Matrix) Nashik,Yes,30,2500,50000,0.67,343,51.4,3978.49
52280,"Trinity Biotech, Plc",Yes,20,1000,32000,1.6,347,62.72,4259.57
52286,"Strides, Bangalore, India.",No,30,33000,135300,0.14,See ASN-11362 (ID#:47253),223.24,See ASN-11362 (ID#:47253)
52341,"Trinity Biotech, Plc",Yes,20,412,13184,1.6,123,16.31,1375.8
52353,Hetero Unit III Hyderabad IN,No,60,6900,56649,0.14,See ASN-19787 (ID#:13978),70.07,See ASN-19787 (ID#:13978)
52354,"Alere Medical Co., Ltd.",Yes,100,1364,109120,0.8,553,112.18,7845.09
52364,ABBVIE Ludwigshafen Germany,Yes,60,724,4300.56,0.1,82,4.42,1042.36
52367,"Strides, Bangalore, India.",Yes,30,167716,535014.04,0.11,10803,549.99,24636.23
52380,GSK Mississauga (Canada),Yes,240,17337,160887.36,0.04,6680,265.46,3755.91
52383,Chembio Diagnostics Sys. Inc.,Yes,20,1900,55100,1.45,763,68.16,7153.63
52388,Mylan (formerly Matrix) Nashik,No,30,36,534.69,0.5,Weight Captured Separately,0.55,Freight Included in Commodity Cost
52398,"Strides, Bangalore, India.",Yes,30,71348,227600.12,0.11,4334,281.54,8144.11
52436,"Trinity Biotech, Plc",No,20,2,64,1.6,See ASN-26738 (ID#:15115),0.07,See ASN-26738 (ID#:15115)
52460,ABBVIE Ludwigshafen Germany,Yes,60,1395,10755.45,0.13,188,17.75,3035.87
52465,Mylan (formerly Matrix) Nashik,Yes,60,60678,491491.8,0.13,8402,607.98,28304.85
52488,"Alere Medical Co., Ltd.",Yes,100,3154,280706,0.89,1279,288.57,19112.91
52520,"Aspen-OSD, Port Elizabeth, SA",No,30,200,9382.78,1.56,Weight Captured Separately,20.23,Freight Included in Commodity Cost
52524,"Aurobindo Unit III, India",No,30,23,502.94,0.73,Weight Captured Separately,0.62,Freight Included in Commodity Cost
52540,"Aurobindo Unit III, India",Yes,30,1625,21125,0.43,111,34.86,1206.62
52541,Mylan (formerly Matrix) Nashik,No,60,10000,81000,0.13,See ASN-27943 (ID#:13904),83.27,See ASN-27943 (ID#:13904)
52617,"Aurobindo Unit VII, IN",Yes,30,2800,14980,0.18,273,21,2964.49
52629,Inverness Japan,Yes,100,275,21367.5,0.78,64,46.07,2319.8
52631,"Standard Diagnostics, Korea",Yes,25,70,1400,0.8,25,2.31,648.95
52636,"Aurobindo Unit III, India",Yes,240,2040,3080.4,0.01,820,3.81,2214.69
52646,ABBVIE (Abbott) Logis. UK,Yes,300,51,4192.2,0.27,99,6.92,1454.81
52670,"Aurobindo Unit III, India",No,240,34,932.3,0.11,Weight Captured Separately,1.15,Freight Included in Commodity Cost
52677,ABBVIE (Abbott) Logis. UK,Yes,300,188,5794.16,0.1,221,5.96,2553.06
